Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
Monarch Mutual Fund
154705;Monarch Overnight Fund - Direct Plan - Monthly  IDCW;Direct Plan;Monthly IDCW;INF2ZSC01085;INF2ZSC01069;1001.5905;19-Sep-2026
154706;Monarch Overnight Fund- Direct Plan- Growth;Direct Plan;Growth;INF2ZSC01028;;1001.5939;19-Sep-2026
154711;Monarch Overnight Fund- Regular Plan Growth;Regular Plan;Growth;INF2ZSC01010;;1001.5761;19-Sep-2026
154710;Monarch Overnught Fund- Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF2ZSC01036;1000.0000;19-Sep-2026

NJ Mutual Fund
150369;NJ Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0J8L01081;;1276.2905;19-Sep-2026
150368;NJ Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF0J8L01073;;1271.0250;19-Sep-2026
152116;NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years;;Unclaimed Redemption Plan - Upto 3 Years;;;1108.6369;19-Sep-2026

Shriram Mutual Fund
154395;Shriram Overnight Fund- Direct Daily IDCW;Direct Plan;Daily IDCW;;INF680P01513;1000.0187;19-Sep-2026
154394;Shriram Overnight Fund- Direct Growth;Direct Plan;Growth;INF680P01497;;1273.7497;19-Sep-2026
154396;Shriram Overnight Fund- Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF680P01612;INF680P01638;1000.5399;19-Sep-2026
154398;Shriram Overnight Fund- Regular Daily IDCW;Regular Plan;Daily IDCW;;INF680P01521;1000.01;19-Sep-2026
154399;Shriram Overnight Fund- Regular Growth;Regular Plan;Growth;INF680P01505;;1269.5689;19-Sep-2026
154402;Shriram Overnight Fund- Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF680P01620;INF680P01646;1000.5736;19-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund )


ASK MUTUAL FUND
154591;ASK Liquid Fund Direct Daily IDCW;Direct Plan;Daily IDCW;;INF2XUU01039;1000.1755;19-Sep-2026
154589;ASK Liquid Fund Direct Growth;Direct Plan;Growth;INF2XUU01013;;1003.9175;19-Sep-2026
154592;ASK Liquid Fund Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF2XUU01112;INF2XUU01120;1003.8631;19-Sep-2026
154583;ASK Liquid Fund Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF2XUU01070;INF2XUU01088;1000.5817;19-Sep-2026
154586;ASK Liquid Fund Regular Daily IDCW;Regular Plan;Daily IDCW;;INF2XUU01047;1000.1817;19-Sep-2026
154581;ASK Liquid Fund Regular Growth;Regular Plan;Growth;INF2XUU01021;;1003.8365;19-Sep-2026
154590;ASK Liquid Fund Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF2XUU01096;INF2XUU01104;1003.7800;19-Sep-2026
154587;ASK Liquid Fund Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF2XUU01054;INF2XUU01062;1000.7214;19-Sep-2026

Baroda BNP Paribas Mutual Fund
119414;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION;Direct Plan;Daily IDCW Option;INF955L01AK2;;1002.0849;19-Sep-2026
119415;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;Growth Option;INF955L01AL0;;3277.3258;19-Sep-2026
119416;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION;Direct Plan;Weekly IDCW Option;INF251K01SL8;;1221.1134;19-Sep-2026
111707;Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION;Regular Plan;Daily IDCW Option;INF955L01468;INF955L01476;1001.1996;19-Sep-2026
111704;Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION;Regular Plan;Growth Option;INF955L01484;;3232.2763;19-Sep-2026
111705;Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION;Regular Plan;Weekly IDCW Option;INF251K01SK0;INF955L01500;1001.1114;19-Sep-2026
101408;Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option;;Growth Option;INF955L01575;;4758.6644;19-Sep-2026
101407;Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option;;IDCW Option;INF955L01559;INF955L01567;3926.3138;19-Sep-2026

Canara Robeco Mutual Fund
118307;CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);Direct Plan;DAILY IDCW (Reinvestment);;INF760K01FS0;1005.5000;19-Sep-2026
118305;CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01FU6;;3408.4013;19-Sep-2026
118304;CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01FT8;;2268.5961;19-Sep-2026
118306;CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment);Direct Plan;MONTHLY IDCW (Payout/Reinvestment);INF760K01FV4;INF760K01FW2;1004.6275;19-Sep-2026
118308;CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment);Direct Plan;WEEKLY IDCW (Payout/Reinvestment);INF760K01FY8;INF760K01FX0;1000.7698;19-Sep-2026
109349;CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment);Regular Plan;DAILY IDCW (Reinvestment);;INF760K01CU3;1005.5000;19-Sep-2026
109353;CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01CW9;;3385.6166;19-Sep-2026
109351;CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment);Regular Plan;MONTHLY IDCW (Payout/Reinvestment);INF760K01CX7;INF760K01CY5;1004.3639;19-Sep-2026
109350;CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment);Regular Plan;WEEKLY IDCW (Payout/Reinvestment);INF760K01BZ4;INF760K01CZ2;1000.7621;19-Sep-2026
139235;Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option;Direct Plan;Unclaimed Redemption and Dividend Plan-Growth Option;INF760K01IC8;;1860.1800;19-Sep-2026

JM Financial Mutual Fund
120411;JM Liquid Fund (Direct) - Daily IDCW;Direct Plan;Daily IDCW Option;;INF192K01CH6;10.4302;19-Sep-2026
120406;JM Liquid Fund (Direct) - Growth Option;Direct Plan;Growth Option;INF192K01CM6;;77.5747;19-Sep-2026
120408;JM Liquid Fund (Direct) - Quarterly IDCW;Direct Plan;Quarterly IDCW Option;INF192K01CK0;INF192K01CL8;44.0423;19-Sep-2026
120407;JM Liquid Fund (Direct) - Weekly IDCW;Direct Plan;Weekly IDCW Option;INF192K01CI4;INF192K01CJ2;11.0121;19-Sep-2026
101549;JM Liquid Fund (Regular) - Bonus Option - Principal Units;Regular Plan;Bonus Option - Principal Units;INF192K01890;;24.5467;19-Sep-2026
101078;JM Liquid Fund (Regular) - Daily IDCW;Regular Plan;Daily IDCW Option;;INF192K01833;10.4302;19-Sep-2026
100244;JM Liquid Fund (Regular) - Quarterly IDCW;Regular Plan;Quarterly IDCW Option;INF192K01866;INF192K01874;43.3902;19-Sep-2026
100247;JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option;Regular Plan;Super Institutional Plan - Growth Option;INF192K01981;;44.0783;19-Sep-2026
100233;JM Liquid Fund (Regular) - Weekly IDCW;Regular Plan;Weekly IDCW Option;INF192K01841;INF192K01858;11.0095;19-Sep-2026
100234;JM Liquid Fund - Growth Option;Regular Plan;Growth Option;INF192K01882;;76.6598;19-Sep-2026
148414;JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan;Direct Plan;Unclaimed Application Refund Amount I.E.F - Growth Plan;;;41.4437;19-Sep-2026
148413;JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan;Direct Plan;Unclaimed Brokerage I.E.F - Growth Plan;;;41.4437;19-Sep-2026

Mahindra Manulife Mutual Fund
139535;Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF174V01051;1301.1010;19-Sep-2026
139536;Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;;INF174V01069;1003.3199;19-Sep-2026
139538;Mahindra Manulife Liquid Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01044;;1852.9489;19-Sep-2026
139534;Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF174V01028;1001.6836;19-Sep-2026
139537;Mahindra Manulife Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01010;;1830.8468;19-Sep-2026
139541;Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;;INF174V01036;1009.7370;19-Sep-2026

Shriram Mutual Fund
153035;Shriram Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth;INF680P01430;;1122.7959;19-Sep-2026
153036;Shriram Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth;INF680P01448;;1119.8939;19-Sep-2026
153282;Shriram Unclaimed IDCW Liquid Fund;Direct Plan;;;;1095.4522;19-Sep-2026
153283;Shriram Unclaimed IDCW Stable Scheme Liquid Fund;Direct Plan;;;;1000;19-Sep-2026
153280;Shriram Unclaimed Redemption Liquid Fund;Direct Plan;;;;1107.7324;19-Sep-2026
153281;Shriram Unclaimed Redemption Stable Scheme Liquid Fund;Direct Plan;;;;1000;19-Sep-2026

Open Ended Schemes ( Exchange Traded Funds (ETFs) - Debt ETF )


Shriram Mutual Fund
152741;Shriram Nifty 1D Rate Liquid ETF - Growth;Direct Plan;Growth;INF680P01422;;1122.005;19-Sep-2026
